InventoryId,ItemId,Warehouse,QuantityAvailable,ReorderPoint,LastUpdated
INV5517,ITEM3159,East Coast Warehouse,95,164,2025-07-28T23:10:45.387309
INV5518,ITEM3080,West Coast Warehouse,45,221,2025-07-28T23:08:34.085901
INV5519,ITEM3185,Europe Warehouse,554,142,2025-07-28T23:10:45.746218
INV5520,ITEM3185,East Coast Warehouse,948,225,2025-07-28T23:08:30.595976
INV5521,ITEM3045,West Coast Warehouse,814,205,2025-07-28T23:08:51.619782
INV5522,ITEM3022,Europe Warehouse,102,122,2025-07-28T23:10:22.887413
INV5523,ITEM3046,West Coast Warehouse,947,247,2025-07-28T23:13:51.479549
INV5524,ITEM3138,Europe Warehouse,0,209,2025-07-28T23:12:28.170816
INV5525,ITEM3034,Europe Warehouse,957,191,2025-07-28T23:09:40.908709
INV5526,ITEM3085,Asia Warehouse,569,278,2025-07-28T23:13:34.238244
INV5527,ITEM3150,West Coast Warehouse,27,289,2025-07-28T23:09:17.430585
INV5528,ITEM3102,East Coast Warehouse,642,246,2025-07-28T23:08:12.192934
INV5529,ITEM3131,East Coast Warehouse,683,170,2025-07-28T23:12:09.755073
INV5530,ITEM3072,West Coast Warehouse,176,140,2025-07-28T23:10:07.790258
INV5531,ITEM3180,West Coast Warehouse,755,111,2025-07-28T23:09:54.714109
INV5532,ITEM3106,West Coast Warehouse,200,153,2025-07-28T23:09:52.857367
INV5533,ITEM3080,West Coast Warehouse,135,175,2025-07-28T23:11:50.347856
INV5534,ITEM3149,Asia Warehouse,62,269,2025-07-28T23:10:47.126709
INV5535,ITEM3178,Asia Warehouse,231,258,2025-07-28T23:09:42.814697
INV5536,ITEM3044,West Coast Warehouse,32,130,2025-07-28T23:11:08.863085
INV5537,ITEM3188,West Coast Warehouse,375,260,2025-07-28T23:10:12.341573
INV5538,ITEM3062,Europe Warehouse,854,275,2025-07-28T23:08:52.150301
INV5539,ITEM3179,Asia Warehouse,157,276,2025-07-28T23:12:12.821115
INV5540,ITEM3032,East Coast Warehouse,853,140,2025-07-28T23:12:17.866145
INV5541,ITEM3070,Asia Warehouse,387,101,2025-07-28T23:12:49.366912
INV5542,ITEM3185,West Coast Warehouse,383,108,2025-07-28T23:08:58.910911
INV5543,ITEM3089,West Coast Warehouse,700,207,2025-07-28T23:10:21.804735
INV5544,ITEM3057,East Coast Warehouse,86,295,2025-07-28T23:13:03.612689
INV5545,ITEM3146,West Coast Warehouse,216,118,2025-07-28T23:12:39.455527
INV5546,ITEM3127,West Coast Warehouse,425,127,2025-07-28T23:11:44.007987
INV5547,ITEM3195,Asia Warehouse,234,279,2025-07-28T23:11:49.696971
INV5548,ITEM3006,West Coast Warehouse,272,282,2025-07-28T23:09:37.770799
INV5549,ITEM3106,Europe Warehouse,907,215,2025-07-28T23:09:51.340901
INV5550,ITEM3165,West Coast Warehouse,848,252,2025-07-28T23:11:42.357798
INV5551,ITEM3004,West Coast Warehouse,976,214,2025-07-28T23:08:43.403222
INV5552,ITEM3195,Asia Warehouse,176,256,2025-07-28T23:08:50.291586
INV5553,ITEM3062,Asia Warehouse,285,180,2025-07-28T23:11:58.641106
INV5554,ITEM3043,Europe Warehouse,620,154,2025-07-28T23:11:48.660645
INV5555,ITEM3154,East Coast Warehouse,200,203,2025-07-28T23:08:26.774017
INV5556,ITEM3012,Europe Warehouse,384,297,2025-07-28T23:14:00.598865
INV5557,ITEM3164,Asia Warehouse,949,123,2025-07-28T23:13:30.254894
INV5558,ITEM3163,East Coast Warehouse,815,277,2025-07-28T23:13:06.267295
INV5559,ITEM3171,West Coast Warehouse,922,113,2025-07-28T23:09:21.453903
INV5560,ITEM3132,West Coast Warehouse,754,279,2025-07-28T23:10:52.477129
INV5561,ITEM3018,East Coast Warehouse,573,222,2025-07-28T23:08:47.509468
INV5562,ITEM3172,Asia Warehouse,931,266,2025-07-28T23:13:51.054481
INV5563,ITEM3034,West Coast Warehouse,54,232,2025-07-28T23:11:54.843733
INV5564,ITEM3013,West Coast Warehouse,551,159,2025-07-28T23:10:00.531510
INV5565,ITEM3147,West Coast Warehouse,246,112,2025-07-28T23:11:02.711467
INV5566,ITEM3025,East Coast Warehouse,247,237,2025-07-28T23:12:45.955685
INV5567,ITEM3052,East Coast Warehouse,347,234,2025-07-28T23:11:24.080720
INV5568,ITEM3004,East Coast Warehouse,265,166,2025-07-28T23:09:07.322047
INV5569,ITEM3182,Europe Warehouse,562,134,2025-07-28T23:08:58.019500
INV5570,ITEM3114,West Coast Warehouse,45,209,2025-07-28T23:10:42.556521
INV5571,ITEM3187,Asia Warehouse,870,152,2025-07-28T23:12:28.177127
INV5572,ITEM3039,West Coast Warehouse,822,156,2025-07-28T23:13:32.971195
INV5573,ITEM3137,East Coast Warehouse,530,137,2025-07-28T23:12:45.367856
INV5574,ITEM3046,Asia Warehouse,73,208,2025-07-28T23:13:16.591693
INV5575,ITEM3192,East Coast Warehouse,755,294,2025-07-28T23:11:33.724579
INV5576,ITEM3112,Europe Warehouse,471,142,2025-07-28T23:10:17.042232
INV5577,ITEM3127,Europe Warehouse,867,186,2025-07-28T23:10:23.764329
INV5578,ITEM3145,East Coast Warehouse,33,295,2025-07-28T23:11:58.751270
INV5579,ITEM3112,East Coast Warehouse,798,106,2025-07-28T23:08:54.274417
INV5580,ITEM3184,East Coast Warehouse,883,285,2025-07-28T23:10:49.005275
INV5581,ITEM3042,East Coast Warehouse,85,182,2025-07-28T23:11:05.815423
INV5582,ITEM3132,West Coast Warehouse,775,290,2025-07-28T23:11:20.554594
INV5583,ITEM3002,East Coast Warehouse,84,276,2025-07-28T23:13:54.879923
INV5584,ITEM3188,West Coast Warehouse,492,125,2025-07-28T23:12:56.718662
INV5585,ITEM3039,Asia Warehouse,802,237,2025-07-28T23:09:12.096646
INV5586,ITEM3059,Europe Warehouse,58,261,2025-07-28T23:09:50.693511
INV5587,ITEM3070,East Coast Warehouse,736,138,2025-07-28T23:14:00.295299
INV5588,ITEM3169,Europe Warehouse,320,197,2025-07-28T23:09:56.276288
INV5589,ITEM3002,East Coast Warehouse,813,229,2025-07-28T23:13:56.089052
INV5590,ITEM3005,Europe Warehouse,770,174,2025-07-28T23:08:33.885621
INV5591,ITEM3190,Europe Warehouse,163,121,2025-07-28T23:14:02.090640
INV5592,ITEM3055,West Coast Warehouse,614,271,2025-07-28T23:09:20.468730
INV5593,ITEM3142,Asia Warehouse,294,225,2025-07-28T23:13:05.232062
INV5594,ITEM3058,East Coast Warehouse,154,144,2025-07-28T23:11:10.209324
INV5595,ITEM3188,Europe Warehouse,513,259,2025-07-28T23:11:23.689147
INV5596,ITEM3030,East Coast Warehouse,321,197,2025-07-28T23:11:16.855571
INV5597,ITEM3168,Asia Warehouse,41,229,2025-07-28T23:08:38.994790
INV5598,ITEM3093,Asia Warehouse,478,106,2025-07-28T23:10:49.588180
INV5599,ITEM3004,East Coast Warehouse,613,112,2025-07-28T23:11:15.340212
INV5600,ITEM3086,East Coast Warehouse,677,166,2025-07-28T23:11:34.499492
INV5601,ITEM3058,West Coast Warehouse,386,188,2025-07-28T23:10:32.488884
INV5602,ITEM3033,Europe Warehouse,90,192,2025-07-28T23:11:50.598617
INV5603,ITEM3007,Europe Warehouse,542,138,2025-07-28T23:09:26.492855
INV5604,ITEM3042,Asia Warehouse,386,244,2025-07-28T23:08:13.296197
INV5605,ITEM3061,East Coast Warehouse,241,205,2025-07-28T23:11:37.883272
INV5606,ITEM3055,West Coast Warehouse,816,168,2025-07-28T23:11:45.160592
INV5607,ITEM3148,West Coast Warehouse,329,194,2025-07-28T23:08:15.190077
INV5608,ITEM3087,East Coast Warehouse,374,179,2025-07-28T23:13:46.305829
INV5609,ITEM3063,West Coast Warehouse,803,247,2025-07-28T23:11:16.606443
INV5610,ITEM3194,Asia Warehouse,747,110,2025-07-28T23:11:13.374395
INV5611,ITEM3060,East Coast Warehouse,640,220,2025-07-28T23:12:31.408500
INV5612,ITEM3125,East Coast Warehouse,416,153,2025-07-28T23:09:45.180462
INV5613,ITEM3163,West Coast Warehouse,420,254,2025-07-28T23:13:18.891028
INV5614,ITEM3192,Asia Warehouse,632,190,2025-07-28T23:09:58.690927
INV5615,ITEM3162,East Coast Warehouse,790,259,2025-07-28T23:09:48.665275
INV5616,ITEM3121,West Coast Warehouse,128,116,2025-07-28T23:08:54.877223
INV5617,ITEM3153,East Coast Warehouse,274,112,2025-07-28T23:09:32.614602
INV5618,ITEM3040,East Coast Warehouse,886,200,2025-07-28T23:11:24.083685
INV5619,ITEM3129,Europe Warehouse,854,235,2025-07-28T23:09:57.063586
INV5620,ITEM3189,East Coast Warehouse,911,242,2025-07-28T23:12:02.261523
INV5621,ITEM3156,East Coast Warehouse,267,260,2025-07-28T23:13:51.136560
INV5622,ITEM3009,Europe Warehouse,985,264,2025-07-28T23:09:51.992342
INV5623,ITEM3035,West Coast Warehouse,560,221,2025-07-28T23:08:59.869702
INV5624,ITEM3086,Asia Warehouse,901,163,2025-07-28T23:13:26.417823
INV5625,ITEM3121,West Coast Warehouse,387,283,2025-07-28T23:08:30.547190
INV5626,ITEM3003,West Coast Warehouse,541,265,2025-07-28T23:14:04.808518
INV5627,ITEM3137,East Coast Warehouse,409,168,2025-07-28T23:14:08.233057
INV5628,ITEM3095,West Coast Warehouse,158,272,2025-07-28T23:09:27.590059
INV5629,ITEM3093,East Coast Warehouse,144,278,2025-07-28T23:08:53.826542
INV5630,ITEM3102,Asia Warehouse,633,273,2025-07-28T23:12:05.512380
INV5631,ITEM3109,Europe Warehouse,743,143,2025-07-28T23:11:59.765836
INV5632,ITEM3087,Europe Warehouse,417,176,2025-07-28T23:14:01.998706
INV5633,ITEM3187,West Coast Warehouse,21,162,2025-07-28T23:10:08.842274
INV5634,ITEM3041,Asia Warehouse,774,283,2025-07-28T23:13:52.714018
INV5635,ITEM3023,West Coast Warehouse,377,284,2025-07-28T23:13:30.235100
INV5636,ITEM3152,Asia Warehouse,219,126,2025-07-28T23:09:47.053745
INV5637,ITEM3117,Europe Warehouse,983,299,2025-07-28T23:09:00.100176
INV5638,ITEM3024,Europe Warehouse,84,218,2025-07-28T23:13:35.400873
INV5639,ITEM3062,East Coast Warehouse,841,199,2025-07-28T23:09:58.162322
INV5640,ITEM3109,Europe Warehouse,968,261,2025-07-28T23:14:06.694062
INV5641,ITEM3137,Asia Warehouse,160,190,2025-07-28T23:11:57.343910
INV5642,ITEM3026,Europe Warehouse,775,174,2025-07-28T23:08:15.746949
INV5643,ITEM3165,East Coast Warehouse,191,203,2025-07-28T23:10:19.973935
INV5644,ITEM3079,West Coast Warehouse,738,272,2025-07-28T23:12:34.971604
INV5645,ITEM3038,Europe Warehouse,348,239,2025-07-28T23:09:52.688330
INV5646,ITEM3197,West Coast Warehouse,300,149,2025-07-28T23:09:44.155396
INV5647,ITEM3171,East Coast Warehouse,684,121,2025-07-28T23:08:17.629856
INV5648,ITEM3160,Asia Warehouse,386,178,2025-07-28T23:12:08.634334
INV5649,ITEM3006,Asia Warehouse,811,171,2025-07-28T23:13:24.473498
INV5650,ITEM3136,Europe Warehouse,525,247,2025-07-28T23:13:50.046087
INV5651,ITEM3052,East Coast Warehouse,790,157,2025-07-28T23:11:41.974037
INV5652,ITEM3063,East Coast Warehouse,377,161,2025-07-28T23:12:32.136790
INV5653,ITEM3132,West Coast Warehouse,850,170,2025-07-28T23:12:19.721541
INV5654,ITEM3179,Europe Warehouse,742,134,2025-07-28T23:13:52.436270
INV5655,ITEM3105,Asia Warehouse,624,278,2025-07-28T23:09:44.644261
INV5656,ITEM3000,East Coast Warehouse,689,276,2025-07-28T23:11:57.442671
INV5657,ITEM3094,Europe Warehouse,38,174,2025-07-28T23:11:49.563008
INV5658,ITEM3164,East Coast Warehouse,873,174,2025-07-28T23:09:26.217243
INV5659,ITEM3127,West Coast Warehouse,209,155,2025-07-28T23:10:51.186560
INV5660,ITEM3063,West Coast Warehouse,993,295,2025-07-28T23:10:08.734691
INV5661,ITEM3110,Europe Warehouse,198,234,2025-07-28T23:09:25.410708
INV5662,ITEM3115,Europe Warehouse,601,180,2025-07-28T23:11:58.728238
INV5663,ITEM3068,East Coast Warehouse,404,286,2025-07-28T23:13:20.959681
INV5664,ITEM3059,West Coast Warehouse,826,136,2025-07-28T23:10:34.366827
INV5665,ITEM3197,East Coast Warehouse,92,124,2025-07-28T23:10:52.580126
INV5666,ITEM3162,Asia Warehouse,538,219,2025-07-28T23:12:34.732286
INV5667,ITEM3145,East Coast Warehouse,557,112,2025-07-28T23:10:48.205283
INV5668,ITEM3080,West Coast Warehouse,246,251,2025-07-28T23:09:05.400308
INV5669,ITEM3069,East Coast Warehouse,646,273,2025-07-28T23:11:04.442479
INV5670,ITEM3014,West Coast Warehouse,504,155,2025-07-28T23:11:10.546023
INV5671,ITEM3094,West Coast Warehouse,414,264,2025-07-28T23:10:57.380440
INV5672,ITEM3000,Europe Warehouse,231,110,2025-07-28T23:13:05.615276
INV5673,ITEM3109,Asia Warehouse,875,108,2025-07-28T23:09:15.399799
INV5674,ITEM3116,East Coast Warehouse,979,121,2025-07-28T23:11:37.076875
INV5675,ITEM3075,Asia Warehouse,776,183,2025-07-28T23:13:51.607821
INV5676,ITEM3019,Asia Warehouse,97,218,2025-07-28T23:09:16.946391
INV5677,ITEM3092,Asia Warehouse,797,241,2025-07-28T23:09:53.535929
INV5678,ITEM3099,East Coast Warehouse,10,147,2025-07-28T23:10:03.657680
INV5679,ITEM3166,West Coast Warehouse,840,106,2025-07-28T23:13:30.691096
INV5680,ITEM3176,East Coast Warehouse,600,127,2025-07-28T23:13:06.299712
INV5681,ITEM3089,Europe Warehouse,797,206,2025-07-28T23:12:19.452057
INV5682,ITEM3172,East Coast Warehouse,562,132,2025-07-28T23:09:19.625286
INV5683,ITEM3004,East Coast Warehouse,250,276,2025-07-28T23:09:03.668050
INV5684,ITEM3157,Asia Warehouse,341,220,2025-07-28T23:10:45.502211
INV5685,ITEM3077,Asia Warehouse,270,286,2025-07-28T23:10:55.808697
INV5686,ITEM3057,Europe Warehouse,842,252,2025-07-28T23:12:04.242753
INV5687,ITEM3145,East Coast Warehouse,983,285,2025-07-28T23:10:36.901546
INV5688,ITEM3040,Asia Warehouse,938,100,2025-07-28T23:12:32.750492
INV5689,ITEM3054,West Coast Warehouse,401,194,2025-07-28T23:09:01.424866
INV5690,ITEM3037,Europe Warehouse,137,114,2025-07-28T23:12:42.159913
INV5691,ITEM3179,East Coast Warehouse,318,254,2025-07-28T23:08:16.243870
INV5692,ITEM3092,East Coast Warehouse,827,131,2025-07-28T23:08:47.902780
INV5693,ITEM3133,Europe Warehouse,111,238,2025-07-28T23:10:30.236598
INV5694,ITEM3145,Europe Warehouse,231,159,2025-07-28T23:08:51.612785
INV5695,ITEM3053,Asia Warehouse,542,222,2025-07-28T23:08:16.878742
INV5696,ITEM3028,Europe Warehouse,858,106,2025-07-28T23:13:10.986168
INV5697,ITEM3052,West Coast Warehouse,774,204,2025-07-28T23:13:48.483985
INV5698,ITEM3063,West Coast Warehouse,174,285,2025-07-28T23:08:59.584457
INV5699,ITEM3033,West Coast Warehouse,964,155,2025-07-28T23:12:49.242345
INV5700,ITEM3157,West Coast Warehouse,75,161,2025-07-28T23:09:48.356332
INV5701,ITEM3195,Asia Warehouse,281,185,2025-07-28T23:13:49.895421
INV5702,ITEM3085,Europe Warehouse,428,119,2025-07-28T23:11:47.869385
INV5703,ITEM3083,East Coast Warehouse,261,109,2025-07-28T23:12:57.264156
INV5704,ITEM3102,Europe Warehouse,133,233,2025-07-28T23:08:15.382622
INV5705,ITEM3076,Asia Warehouse,963,291,2025-07-28T23:12:56.997851
INV5706,ITEM3175,East Coast Warehouse,849,193,2025-07-28T23:11:27.253261
INV5707,ITEM3185,East Coast Warehouse,796,186,2025-07-28T23:13:06.571930
INV5708,ITEM3189,West Coast Warehouse,504,201,2025-07-28T23:13:18.979277
INV5709,ITEM3140,Asia Warehouse,445,290,2025-07-28T23:08:42.587470
INV5710,ITEM3050,East Coast Warehouse,531,277,2025-07-28T23:09:02.122835
INV5711,ITEM3148,East Coast Warehouse,119,291,2025-07-28T23:12:45.481831
INV5712,ITEM3120,West Coast Warehouse,436,299,2025-07-28T23:13:33.260505
INV5713,ITEM3188,East Coast Warehouse,961,110,2025-07-28T23:13:05.567372
INV5714,ITEM3119,West Coast Warehouse,895,114,2025-07-28T23:10:02.658597
INV5715,ITEM3170,West Coast Warehouse,369,199,2025-07-28T23:11:04.407018
INV5716,ITEM3035,Asia Warehouse,905,255,2025-07-28T23:09:39.771189
INV5717,ITEM3078,East Coast Warehouse,837,295,2025-07-28T23:11:27.669518
INV5718,ITEM3006,East Coast Warehouse,395,139,2025-07-28T23:09:48.284391
INV5719,ITEM3077,Asia Warehouse,74,182,2025-07-28T23:11:27.700646
INV5720,ITEM3158,West Coast Warehouse,102,144,2025-07-28T23:08:19.634846
INV5721,ITEM3035,West Coast Warehouse,260,187,2025-07-28T23:08:28.029305
INV5722,ITEM3081,Europe Warehouse,53,210,2025-07-28T23:11:28.071156
INV5723,ITEM3137,West Coast Warehouse,446,246,2025-07-28T23:08:48.923792
INV5724,ITEM3148,East Coast Warehouse,497,260,2025-07-28T23:13:31.124473
INV5725,ITEM3191,Asia Warehouse,434,295,2025-07-28T23:10:41.502482
INV5726,ITEM3148,West Coast Warehouse,636,153,2025-07-28T23:08:12.435751
INV5727,ITEM3145,Europe Warehouse,297,291,2025-07-28T23:09:32.752588
INV5728,ITEM3108,East Coast Warehouse,118,161,2025-07-28T23:09:33.603051
INV5729,ITEM3142,Europe Warehouse,917,241,2025-07-28T23:10:30.737900
INV5730,ITEM3004,East Coast Warehouse,812,235,2025-07-28T23:10:19.191568
INV5731,ITEM3031,Asia Warehouse,798,149,2025-07-28T23:09:55.264635
INV5732,ITEM3064,Europe Warehouse,305,160,2025-07-28T23:13:43.808730
INV5733,ITEM3072,Asia Warehouse,883,270,2025-07-28T23:12:18.390291
INV5734,ITEM3195,West Coast Warehouse,417,111,2025-07-28T23:12:19.235864
INV5735,ITEM3047,West Coast Warehouse,239,265,2025-07-28T23:12:29.346432
INV5736,ITEM3129,Europe Warehouse,629,285,2025-07-28T23:13:36.581275
INV5737,ITEM3196,East Coast Warehouse,54,126,2025-07-28T23:11:09.055407
INV5738,ITEM3182,Europe Warehouse,462,276,2025-07-28T23:14:08.676499
INV5739,ITEM3069,East Coast Warehouse,620,112,2025-07-28T23:09:32.828085
INV5740,ITEM3149,Europe Warehouse,578,248,2025-07-28T23:13:56.327936
INV5741,ITEM3057,East Coast Warehouse,822,174,2025-07-28T23:09:53.453138
INV5742,ITEM3120,Europe Warehouse,587,146,2025-07-28T23:08:39.464379
INV5743,ITEM3089,East Coast Warehouse,731,215,2025-07-28T23:10:12.140924
INV5744,ITEM3100,Europe Warehouse,596,142,2025-07-28T23:10:21.777664
INV5745,ITEM3024,Asia Warehouse,774,253,2025-07-28T23:13:44.892802
INV5746,ITEM3052,Asia Warehouse,785,259,2025-07-28T23:08:42.529552
INV5747,ITEM3110,Asia Warehouse,890,299,2025-07-28T23:08:27.604860
INV5748,ITEM3105,Europe Warehouse,850,241,2025-07-28T23:09:06.397069
INV5749,ITEM3184,Asia Warehouse,91,233,2025-07-28T23:10:46.306225
INV5750,ITEM3137,Europe Warehouse,148,237,2025-07-28T23:10:12.543863
INV5751,ITEM3127,Europe Warehouse,593,198,2025-07-28T23:09:17.291575
INV5752,ITEM3181,West Coast Warehouse,150,184,2025-07-28T23:10:45.088037
INV5753,ITEM3061,East Coast Warehouse,301,105,2025-07-28T23:13:33.522319
INV5754,ITEM3001,Europe Warehouse,583,258,2025-07-28T23:12:19.377858
INV5755,ITEM3060,West Coast Warehouse,976,144,2025-07-28T23:11:56.912978
INV5756,ITEM3179,West Coast Warehouse,110,147,2025-07-28T23:09:55.321999
INV5757,ITEM3040,West Coast Warehouse,301,299,2025-07-28T23:13:27.144781
INV5758,ITEM3103,West Coast Warehouse,794,210,2025-07-28T23:09:49.593580
INV5759,ITEM3135,Asia Warehouse,577,243,2025-07-28T23:11:11.730282
INV5760,ITEM3009,East Coast Warehouse,417,259,2025-07-28T23:10:24.880499
INV5761,ITEM3058,East Coast Warehouse,571,221,2025-07-28T23:09:47.544351
INV5762,ITEM3167,West Coast Warehouse,407,263,2025-07-28T23:13:38.514476
INV5763,ITEM3117,East Coast Warehouse,468,295,2025-07-28T23:12:59.526074
INV5764,ITEM3135,Asia Warehouse,995,107,2025-07-28T23:12:55.988205
INV5765,ITEM3158,Asia Warehouse,178,291,2025-07-28T23:13:22.217031
INV5766,ITEM3108,West Coast Warehouse,316,243,2025-07-28T23:14:04.097791
INV5767,ITEM3133,West Coast Warehouse,532,255,2025-07-28T23:12:52.002254
INV5768,ITEM3060,West Coast Warehouse,333,271,2025-07-28T23:09:04.772072
INV5769,ITEM3069,Europe Warehouse,665,162,2025-07-28T23:09:05.200866
INV5770,ITEM3022,West Coast Warehouse,673,243,2025-07-28T23:10:52.810341
INV5771,ITEM3158,East Coast Warehouse,856,172,2025-07-28T23:12:58.866266
INV5772,ITEM3044,East Coast Warehouse,918,188,2025-07-28T23:14:03.482129
INV5773,ITEM3102,Asia Warehouse,908,269,2025-07-28T23:13:05.273914
INV5774,ITEM3182,East Coast Warehouse,145,277,2025-07-28T23:08:52.739052
INV5775,ITEM3037,Asia Warehouse,349,107,2025-07-28T23:10:45.883138
INV5776,ITEM3191,West Coast Warehouse,415,251,2025-07-28T23:12:33.614782
INV5777,ITEM3169,Europe Warehouse,557,273,2025-07-28T23:09:04.080415
INV5778,ITEM3112,West Coast Warehouse,444,269,2025-07-28T23:10:08.299228
INV5779,ITEM3104,Europe Warehouse,95,300,2025-07-28T23:08:57.912869
INV5780,ITEM3098,Asia Warehouse,586,196,2025-07-28T23:12:48.312749
INV5781,ITEM3182,Europe Warehouse,416,261,2025-07-28T23:10:18.939153
INV5782,ITEM3105,East Coast Warehouse,945,155,2025-07-28T23:11:09.914331
INV5783,ITEM3124,East Coast Warehouse,575,223,2025-07-28T23:11:05.263878
INV5784,ITEM3116,Asia Warehouse,100,272,2025-07-28T23:14:02.225592
INV5785,ITEM3076,West Coast Warehouse,784,148,2025-07-28T23:11:48.627522
INV5786,ITEM3006,Europe Warehouse,585,186,2025-07-28T23:12:01.177507
INV5787,ITEM3085,East Coast Warehouse,257,149,2025-07-28T23:09:01.759660
INV5788,ITEM3025,Europe Warehouse,408,238,2025-07-28T23:13:51.850896
INV5789,ITEM3093,West Coast Warehouse,246,250,2025-07-28T23:13:43.777765
INV5790,ITEM3028,Europe Warehouse,870,230,2025-07-28T23:10:29.946676
INV5791,ITEM3086,Europe Warehouse,641,110,2025-07-28T23:11:29.762134
INV5792,ITEM3132,East Coast Warehouse,852,142,2025-07-28T23:11:25.949007
INV5793,ITEM3034,Asia Warehouse,770,157,2025-07-28T23:11:09.336506
INV5794,ITEM3040,East Coast Warehouse,6,270,2025-07-28T23:11:25.036522
INV5795,ITEM3004,Asia Warehouse,614,200,2025-07-28T23:09:34.841225
INV5796,ITEM3189,Asia Warehouse,64,114,2025-07-28T23:08:42.102380
INV5797,ITEM3082,East Coast Warehouse,853,295,2025-07-28T23:12:29.371579
INV5798,ITEM3059,Asia Warehouse,515,151,2025-07-28T23:11:21.700540
INV5799,ITEM3177,East Coast Warehouse,83,271,2025-07-28T23:12:51.573321
INV5800,ITEM3149,West Coast Warehouse,833,256,2025-07-28T23:13:04.065151
INV5801,ITEM3155,Europe Warehouse,843,106,2025-07-28T23:09:30.960236
INV5802,ITEM3013,East Coast Warehouse,968,116,2025-07-28T23:08:43.410079
INV5803,ITEM3054,Asia Warehouse,540,114,2025-07-28T23:10:22.215395
INV5804,ITEM3150,Europe Warehouse,82,175,2025-07-28T23:09:25.180680
INV5805,ITEM3145,East Coast Warehouse,878,288,2025-07-28T23:13:18.214239
INV5806,ITEM3076,Europe Warehouse,55,216,2025-07-28T23:10:22.463439
INV5807,ITEM3194,Asia Warehouse,792,145,2025-07-28T23:11:02.613486
INV5808,ITEM3126,West Coast Warehouse,892,249,2025-07-28T23:09:00.093365
INV5809,ITEM3092,Asia Warehouse,657,205,2025-07-28T23:08:51.656273
INV5810,ITEM3165,West Coast Warehouse,51,286,2025-07-28T23:13:40.090294
INV5811,ITEM3159,Europe Warehouse,225,263,2025-07-28T23:10:21.909073
INV5812,ITEM3086,Europe Warehouse,276,104,2025-07-28T23:13:17.758483
INV5813,ITEM3133,Asia Warehouse,451,213,2025-07-28T23:12:52.312876
INV5814,ITEM3149,Europe Warehouse,400,141,2025-07-28T23:09:02.165740
INV5815,ITEM3172,East Coast Warehouse,731,214,2025-07-28T23:10:57.739819
INV5816,ITEM3097,West Coast Warehouse,743,203,2025-07-28T23:13:12.690841
INV5817,ITEM3110,Asia Warehouse,687,133,2025-07-28T23:11:30.540139
INV5818,ITEM3111,West Coast Warehouse,352,104,2025-07-28T23:13:47.283036
INV5819,ITEM3015,East Coast Warehouse,763,225,2025-07-28T23:10:43.587709
INV5820,ITEM3129,Asia Warehouse,944,198,2025-07-28T23:09:27.865453
INV5821,ITEM3122,East Coast Warehouse,164,244,2025-07-28T23:09:32.851390
INV5822,ITEM3122,East Coast Warehouse,787,299,2025-07-28T23:12:40.918330
INV5823,ITEM3165,Europe Warehouse,23,201,2025-07-28T23:08:54.204891
INV5824,ITEM3103,Europe Warehouse,68,149,2025-07-28T23:12:22.481065
INV5825,ITEM3010,West Coast Warehouse,207,216,2025-07-28T23:09:03.507568
INV5826,ITEM3142,West Coast Warehouse,91,133,2025-07-28T23:12:35.909347
INV5827,ITEM3151,Europe Warehouse,366,283,2025-07-28T23:12:22.604112
INV5828,ITEM3025,West Coast Warehouse,207,188,2025-07-28T23:10:44.895147
INV5829,ITEM3024,Asia Warehouse,111,219,2025-07-28T23:08:31.470004
INV5830,ITEM3046,East Coast Warehouse,475,102,2025-07-28T23:08:50.163539
INV5831,ITEM3182,West Coast Warehouse,869,142,2025-07-28T23:11:41.378547
INV5832,ITEM3114,East Coast Warehouse,80,254,2025-07-28T23:11:03.657565
INV5833,ITEM3105,West Coast Warehouse,0,197,2025-07-28T23:11:45.813233
INV5834,ITEM3015,East Coast Warehouse,224,292,2025-07-28T23:09:08.942351
INV5835,ITEM3115,Asia Warehouse,243,231,2025-07-28T23:09:04.879202
INV5836,ITEM3039,Europe Warehouse,135,219,2025-07-28T23:09:02.859897
INV5837,ITEM3029,Asia Warehouse,559,246,2025-07-28T23:09:40.216490
INV5838,ITEM3037,Europe Warehouse,385,131,2025-07-28T23:08:16.491972
INV5839,ITEM3189,West Coast Warehouse,223,214,2025-07-28T23:13:11.184477
INV5840,ITEM3069,East Coast Warehouse,912,270,2025-07-28T23:10:41.938153
INV5841,ITEM3117,Europe Warehouse,314,167,2025-07-28T23:12:47.550373
INV5842,ITEM3142,East Coast Warehouse,743,143,2025-07-28T23:11:01.115305
INV5843,ITEM3031,Europe Warehouse,48,136,2025-07-28T23:09:02.440463
INV5844,ITEM3069,Asia Warehouse,301,230,2025-07-28T23:11:21.882014
INV5845,ITEM3184,East Coast Warehouse,996,124,2025-07-28T23:13:53.555675
INV5846,ITEM3129,Asia Warehouse,282,172,2025-07-28T23:11:01.266420
INV5847,ITEM3065,East Coast Warehouse,242,215,2025-07-28T23:12:32.120672
INV5848,ITEM3029,West Coast Warehouse,698,164,2025-07-28T23:10:51.830509
INV5849,ITEM3169,East Coast Warehouse,407,220,2025-07-28T23:12:04.144975
INV5850,ITEM3151,East Coast Warehouse,949,136,2025-07-28T23:08:16.755391
INV5851,ITEM3164,Asia Warehouse,758,227,2025-07-28T23:08:52.056000
