Id,AccountId,StageName,CloseDate,TotalAmount,Probability
OPP3170,ACC1448,Qualification,2024-02-09,0.0,15
OPP3171,ACC1482,Prospecting,2024-04-25,0.0,27
OPP3172,ACC1066,Closed Won,2024-03-30,89403.58,100
OPP3173,ACC1470,Proposal,2025-02-27,0.0,66
OPP3174,ACC1070,Closed Lost,2024-03-11,0.0,44
OPP3175,ACC1188,Closed Won,2025-04-04,51010.9,100
OPP3176,ACC1053,Closed Won,2025-04-15,95520.36,100
OPP3177,ACC1022,Proposal,2024-12-09,0.0,68
OPP3178,ACC1192,Proposal,2025-07-07,0.0,59
OPP3179,ACC1364,Closed Won,2024-01-10,241731.28,100
OPP3180,ACC1208,Proposal,2024-03-03,0.0,31
OPP3181,ACC1393,Qualification,2025-01-21,0.0,17
OPP3182,ACC1033,Closed Lost,2025-02-12,0.0,30
OPP3183,ACC1184,Qualification,2024-03-18,0.0,85
OPP3184,ACC1028,Negotiation,2025-01-10,0.0,82
OPP3185,ACC1380,Closed Won,2024-10-12,94723.98,100
OPP3186,ACC1435,Proposal,2023-10-01,0.0,55
OPP3187,ACC1416,Closed Won,2024-06-14,431975.01,100
OPP3188,ACC1413,Closed Won,2025-05-25,365002.92,100
OPP3189,ACC1060,Closed Won,2024-05-20,244124.43,100
OPP3190,ACC1311,Negotiation,2024-07-16,0.0,62
OPP3191,ACC1461,Proposal,2024-08-08,0.0,18
OPP3192,ACC1188,Proposal,2024-04-26,0.0,50
OPP3193,ACC1480,Prospecting,2023-09-07,0.0,77
OPP3194,ACC1258,Closed Won,2025-02-25,290441.26,100
OPP3195,ACC1027,Negotiation,2023-09-13,0.0,53
OPP3196,ACC1186,Negotiation,2024-12-27,0.0,89
OPP3197,ACC1343,Prospecting,2024-05-17,0.0,41
OPP3198,ACC1061,Negotiation,2025-02-17,0.0,59
OPP3199,ACC1336,Qualification,2024-08-14,0.0,81
OPP3200,ACC1085,Closed Won,2024-09-15,308392.44,100
OPP3201,ACC1426,Prospecting,2023-12-02,0.0,30
OPP3202,ACC1413,Negotiation,2025-04-27,0.0,70
OPP3203,ACC1319,Closed Won,2023-12-21,435360.74,100
OPP3204,ACC1233,Prospecting,2023-09-08,0.0,72
OPP3205,ACC1149,Proposal,2023-08-21,0.0,52
OPP3206,ACC1164,Closed Lost,2023-09-02,0.0,16
OPP3207,ACC1460,Negotiation,2024-04-16,0.0,80
OPP3208,ACC1078,Closed Won,2023-12-20,204622.11,100
OPP3209,ACC1377,Qualification,2024-04-22,0.0,68
OPP3210,ACC1358,Proposal,2024-07-01,0.0,83
OPP3211,ACC1150,Proposal,2024-05-13,0.0,73
OPP3212,ACC1483,Proposal,2025-06-01,0.0,25
OPP3213,ACC1004,Closed Lost,2024-12-06,0.0,12
OPP3214,ACC1485,Qualification,2024-01-20,0.0,62
OPP3215,ACC1455,Prospecting,2024-07-19,0.0,80
OPP3216,ACC1119,Prospecting,2024-06-18,0.0,21
OPP3217,ACC1213,Closed Won,2025-06-29,481769.77,100
OPP3218,ACC1365,Closed Won,2024-07-08,445604.89,100
OPP3219,ACC1493,Negotiation,2024-09-03,0.0,68
OPP3220,ACC1463,Closed Lost,2024-04-04,0.0,56
OPP3221,ACC1026,Closed Won,2025-03-31,409211.4,100
OPP3222,ACC1023,Closed Won,2024-02-02,169326.45,100
OPP3223,ACC1408,Closed Won,2025-03-26,301975.82,100
OPP3224,ACC1281,Closed Won,2023-10-02,184830.8,100
OPP3225,ACC1465,Negotiation,2023-08-17,0.0,22
OPP3226,ACC1084,Closed Won,2023-09-02,114764.82,100
OPP3227,ACC1200,Proposal,2025-04-12,0.0,47
OPP3228,ACC1018,Negotiation,2025-02-17,0.0,57
OPP3229,ACC1286,Closed Won,2023-12-31,27660.16,100
OPP3230,ACC1476,Qualification,2024-01-05,0.0,27
OPP3231,ACC1073,Closed Won,2024-01-08,372542.89,100
OPP3232,ACC1248,Proposal,2023-12-26,0.0,42
OPP3233,ACC1488,Closed Won,2024-11-15,97833.98,100
OPP3234,ACC1158,Closed Lost,2024-08-06,0.0,60
OPP3235,ACC1221,Qualification,2025-04-20,0.0,34
OPP3236,ACC1485,Closed Won,2025-07-03,58344.04,100
OPP3237,ACC1185,Proposal,2024-12-07,0.0,85
OPP3238,ACC1257,Qualification,2024-07-08,0.0,67
OPP3239,ACC1307,Negotiation,2023-11-01,0.0,85
OPP3240,ACC1354,Closed Lost,2023-12-01,0.0,27
OPP3241,ACC1232,Closed Lost,2025-03-04,0.0,10
OPP3242,ACC1426,Negotiation,2024-01-07,0.0,16
OPP3243,ACC1188,Negotiation,2024-10-14,0.0,65
OPP3244,ACC1335,Closed Won,2025-06-16,244051.32,100
OPP3245,ACC1303,Negotiation,2024-12-30,0.0,32
OPP3246,ACC1165,Closed Won,2024-12-27,90956.88,100
OPP3247,ACC1476,Closed Won,2024-02-14,56259.21,100
OPP3248,ACC1159,Closed Won,2025-05-12,305049.58,100
OPP3249,ACC1115,Proposal,2025-04-10,0.0,59
OPP3250,ACC1270,Proposal,2024-06-27,0.0,87
OPP3251,ACC1024,Closed Lost,2024-01-03,0.0,41
OPP3252,ACC1340,Proposal,2024-03-04,0.0,53
OPP3253,ACC1056,Closed Lost,2024-08-11,0.0,67
OPP3254,ACC1308,Closed Won,2024-10-25,73399.1,100
OPP3255,ACC1323,Closed Won,2024-09-27,443786.24,100
OPP3256,ACC1105,Negotiation,2023-08-02,0.0,80
OPP3257,ACC1275,Closed Won,2025-07-27,357377.81,100
OPP3258,ACC1200,Closed Lost,2025-07-03,0.0,90
OPP3259,ACC1438,Qualification,2025-04-01,0.0,36
OPP3260,ACC1145,Closed Won,2024-09-10,148836.85,100
OPP3261,ACC1042,Proposal,2024-10-04,0.0,26
OPP3262,ACC1127,Closed Lost,2024-02-19,0.0,32
OPP3263,ACC1437,Negotiation,2024-12-09,0.0,51
OPP3264,ACC1424,Closed Won,2024-07-14,381583.64,100
OPP3265,ACC1017,Negotiation,2024-03-29,0.0,84
OPP3266,ACC1021,Negotiation,2024-02-15,0.0,63
OPP3267,ACC1212,Closed Won,2024-03-21,447463.67,100
OPP3268,ACC1346,Negotiation,2024-02-15,0.0,64
OPP3269,ACC1078,Closed Won,2024-11-18,263751.34,100
OPP3270,ACC1190,Prospecting,2025-06-23,0.0,28
OPP3271,ACC1246,Prospecting,2024-11-15,0.0,17
OPP3272,ACC1055,Qualification,2023-12-12,0.0,30
OPP3273,ACC1135,Closed Lost,2024-08-09,0.0,42
OPP3274,ACC1215,Qualification,2024-01-19,0.0,17
OPP3275,ACC1303,Closed Won,2023-09-07,151094.58,100
OPP3276,ACC1264,Closed Won,2025-04-14,20991.66,100
OPP3277,ACC1433,Closed Won,2025-03-11,55727.6,100
OPP3278,ACC1307,Closed Won,2024-05-18,371048.78,100
OPP3279,ACC1052,Closed Won,2024-03-17,372494.3,100
OPP3280,ACC1120,Negotiation,2023-11-07,0.0,40
OPP3281,ACC1057,Negotiation,2023-08-15,0.0,46
OPP3282,ACC1296,Closed Won,2024-07-25,28255.04,100
OPP3283,ACC1067,Proposal,2024-02-29,0.0,63
OPP3284,ACC1300,Closed Lost,2025-05-20,0.0,50
OPP3285,ACC1369,Closed Lost,2024-05-18,0.0,16
OPP3286,ACC1035,Prospecting,2025-01-16,0.0,42
OPP3287,ACC1014,Qualification,2024-09-26,0.0,66
OPP3288,ACC1127,Closed Won,2025-07-24,456185.76,100
OPP3289,ACC1414,Closed Won,2025-03-15,325578.03,100
OPP3290,ACC1240,Closed Won,2024-04-03,275574.49,100
OPP3291,ACC1209,Closed Won,2024-12-30,389192.64,100
OPP3292,ACC1266,Closed Lost,2024-12-10,0.0,47
OPP3293,ACC1361,Proposal,2024-11-05,0.0,19
OPP3294,ACC1219,Qualification,2024-07-09,0.0,32
OPP3295,ACC1028,Closed Won,2025-06-14,64080.14,100
OPP3296,ACC1081,Prospecting,2024-04-15,0.0,45
OPP3297,ACC1367,Negotiation,2024-03-03,0.0,26
OPP3298,ACC1079,Qualification,2023-11-29,0.0,42
OPP3299,ACC1276,Prospecting,2024-11-19,0.0,69
OPP3300,ACC1493,Closed Won,2024-09-08,81628.82,100
OPP3301,ACC1112,Qualification,2024-02-27,0.0,51
OPP3302,ACC1047,Negotiation,2024-07-06,0.0,90
OPP3303,ACC1419,Closed Won,2025-01-19,332635.65,100
OPP3304,ACC1453,Negotiation,2025-01-08,0.0,83
OPP3305,ACC1423,Negotiation,2024-09-08,0.0,19
OPP3306,ACC1471,Closed Won,2025-05-25,162340.21,100
OPP3307,ACC1305,Qualification,2025-06-19,0.0,33
OPP3308,ACC1146,Negotiation,2025-05-15,0.0,74
OPP3309,ACC1348,Qualification,2024-11-17,0.0,79
OPP3310,ACC1281,Negotiation,2024-01-06,0.0,21
OPP3311,ACC1217,Proposal,2024-01-07,0.0,37
OPP3312,ACC1371,Closed Won,2025-04-25,168877.94,100
OPP3313,ACC1200,Proposal,2024-05-30,0.0,89
OPP3314,ACC1105,Negotiation,2025-05-06,0.0,81
OPP3315,ACC1182,Closed Won,2024-04-24,490660.93,100
OPP3316,ACC1230,Prospecting,2024-09-28,0.0,54
OPP3317,ACC1116,Proposal,2024-07-01,0.0,88
OPP3318,ACC1058,Closed Lost,2023-10-22,0.0,41
OPP3319,ACC1232,Closed Lost,2023-09-05,0.0,51
OPP3320,ACC1217,Proposal,2024-11-02,0.0,24
OPP3321,ACC1398,Proposal,2024-09-24,0.0,79
OPP3322,ACC1267,Closed Won,2024-10-23,17229.34,100
OPP3323,ACC1356,Negotiation,2024-07-07,0.0,57
OPP3324,ACC1100,Negotiation,2023-12-17,0.0,75
OPP3325,ACC1094,Proposal,2023-10-23,0.0,15
OPP3326,ACC1171,Proposal,2024-12-06,0.0,34
OPP3327,ACC1411,Proposal,2024-08-18,0.0,20
OPP3328,ACC1231,Closed Lost,2024-05-24,0.0,31
OPP3329,ACC1022,Closed Lost,2025-04-24,0.0,78
OPP3330,ACC1203,Negotiation,2023-11-15,0.0,90
OPP3331,ACC1267,Prospecting,2025-07-22,0.0,90
OPP3332,ACC1408,Closed Won,2024-04-03,433150.67,100
OPP3333,ACC1217,Proposal,2025-07-18,0.0,23
OPP3334,ACC1089,Qualification,2025-05-10,0.0,65
OPP3335,ACC1296,Closed Won,2025-07-18,470176.8,100
OPP3336,ACC1382,Closed Won,2023-11-09,81108.52,100
OPP3337,ACC1371,Negotiation,2025-04-18,0.0,52
OPP3338,ACC1136,Prospecting,2023-12-06,0.0,19
OPP3339,ACC1047,Prospecting,2023-09-25,0.0,42
OPP3340,ACC1346,Negotiation,2024-03-27,0.0,83
OPP3341,ACC1353,Closed Won,2025-07-18,455938.35,100
OPP3342,ACC1158,Proposal,2024-03-13,0.0,67
OPP3343,ACC1025,Closed Won,2023-09-08,219347.39,100
OPP3344,ACC1362,Prospecting,2024-06-22,0.0,25
OPP3345,ACC1033,Negotiation,2023-12-28,0.0,89
OPP3346,ACC1423,Prospecting,2025-02-12,0.0,84
OPP3347,ACC1159,Prospecting,2024-09-21,0.0,19
OPP3348,ACC1028,Proposal,2023-11-20,0.0,74
OPP3349,ACC1413,Qualification,2025-02-20,0.0,48
OPP3350,ACC1042,Closed Won,2025-02-16,144351.13,100
OPP3351,ACC1441,Closed Lost,2023-10-30,0.0,58
OPP3352,ACC1116,Proposal,2024-06-09,0.0,13
OPP3353,ACC1153,Negotiation,2024-06-05,0.0,78
OPP3354,ACC1133,Qualification,2024-06-05,0.0,60
OPP3355,ACC1329,Closed Won,2024-07-10,425486.38,100
OPP3356,ACC1069,Proposal,2023-07-31,0.0,28
OPP3357,ACC1226,Proposal,2024-08-21,0.0,57
OPP3358,ACC1458,Closed Lost,2025-01-12,0.0,11
OPP3359,ACC1160,Negotiation,2025-06-21,0.0,81
OPP3360,ACC1082,Qualification,2025-05-10,0.0,15
OPP3361,ACC1334,Prospecting,2025-01-31,0.0,86
OPP3362,ACC1036,Proposal,2024-08-19,0.0,80
OPP3363,ACC1201,Closed Lost,2023-08-10,0.0,49
OPP3364,ACC1327,Qualification,2023-07-31,0.0,54
OPP3365,ACC1314,Qualification,2025-01-14,0.0,75
OPP3366,ACC1218,Qualification,2024-01-09,0.0,33
OPP3367,ACC1094,Qualification,2025-04-29,0.0,42
OPP3368,ACC1062,Qualification,2024-03-12,0.0,33
OPP3369,ACC1413,Closed Won,2023-10-11,285809.86,100
OPP3370,ACC1099,Prospecting,2024-07-29,0.0,80
OPP3371,ACC1121,Negotiation,2024-03-07,0.0,80
OPP3372,ACC1477,Prospecting,2023-09-13,0.0,18
OPP3373,ACC1322,Proposal,2023-08-30,0.0,35
OPP3374,ACC1278,Closed Won,2025-06-20,246159.25,100
OPP3375,ACC1326,Proposal,2024-06-25,0.0,26
OPP3376,ACC1491,Closed Won,2024-08-11,121093.76,100
OPP3377,ACC1041,Proposal,2024-08-14,0.0,18
OPP3378,ACC1062,Closed Lost,2024-06-09,0.0,50
OPP3379,ACC1060,Negotiation,2024-12-11,0.0,52
OPP3380,ACC1206,Closed Won,2023-11-02,156309.37,100
OPP3381,ACC1469,Negotiation,2025-07-25,0.0,82
OPP3382,ACC1171,Negotiation,2024-07-20,0.0,50
OPP3383,ACC1427,Closed Lost,2025-01-26,0.0,31
OPP3384,ACC1130,Prospecting,2023-11-25,0.0,41
OPP3385,ACC1319,Closed Won,2025-05-20,357538.57,100
OPP3386,ACC1056,Closed Won,2025-03-12,141956.52,100
OPP3387,ACC1178,Proposal,2023-08-10,0.0,52
OPP3388,ACC1107,Closed Won,2024-01-07,234109.95,100
OPP3389,ACC1143,Proposal,2025-07-16,0.0,49
OPP3390,ACC1120,Negotiation,2023-12-29,0.0,23
OPP3391,ACC1039,Qualification,2023-08-13,0.0,87
OPP3392,ACC1231,Prospecting,2024-07-30,0.0,45
OPP3393,ACC1485,Closed Won,2023-10-26,74300.83,100
OPP3394,ACC1427,Negotiation,2024-12-28,0.0,43
OPP3395,ACC1008,Closed Won,2025-02-26,315176.35,100
OPP3396,ACC1214,Closed Won,2024-04-27,446592.07,100
OPP3397,ACC1035,Closed Won,2024-11-07,317655.11,100
OPP3398,ACC1032,Closed Won,2025-02-10,291555.89,100
OPP3399,ACC1027,Closed Won,2024-10-25,110316.54,100
OPP3400,ACC1201,Prospecting,2024-10-04,0.0,43
OPP3401,ACC1017,Negotiation,2023-09-01,0.0,79
OPP3402,ACC1300,Negotiation,2023-10-15,0.0,29
OPP3403,ACC1274,Proposal,2025-03-30,0.0,38
OPP3404,ACC1293,Closed Won,2023-09-01,296852.37,100
OPP3405,ACC1417,Closed Won,2023-10-20,71271.22,100
OPP3406,ACC1217,Negotiation,2024-06-16,0.0,21
OPP3407,ACC1222,Proposal,2023-10-26,0.0,74
OPP3408,ACC1180,Prospecting,2024-01-28,0.0,40
OPP3409,ACC1384,Closed Won,2024-12-22,404237.33,100
OPP3410,ACC1378,Closed Won,2023-12-25,87092.56,100
OPP3411,ACC1158,Negotiation,2024-12-10,0.0,67
OPP3412,ACC1466,Qualification,2023-08-03,0.0,82
OPP3413,ACC1424,Closed Lost,2024-05-30,0.0,28
OPP3414,ACC1053,Closed Won,2023-10-09,244334.19,100
OPP3415,ACC1114,Proposal,2024-08-11,0.0,38
OPP3416,ACC1308,Closed Won,2024-10-25,119716.2,100
OPP3417,ACC1024,Proposal,2024-12-21,0.0,39
OPP3418,ACC1390,Prospecting,2024-05-29,0.0,36
OPP3419,ACC1204,Negotiation,2025-05-14,0.0,56
OPP3420,ACC1421,Proposal,2024-08-04,0.0,68
OPP3421,ACC1252,Closed Won,2024-10-21,24752.83,100
OPP3422,ACC1096,Closed Won,2024-02-19,56096.38,100
OPP3423,ACC1304,Closed Lost,2025-02-20,0.0,45
OPP3424,ACC1214,Closed Won,2024-07-25,135341.45,100
OPP3425,ACC1450,Negotiation,2024-10-15,0.0,32
OPP3426,ACC1267,Proposal,2025-02-15,0.0,58
OPP3427,ACC1263,Proposal,2025-03-26,0.0,19
OPP3428,ACC1308,Negotiation,2025-07-08,0.0,58
OPP3429,ACC1417,Closed Lost,2024-04-14,0.0,38
OPP3430,ACC1292,Negotiation,2024-05-22,0.0,55
OPP3431,ACC1316,Closed Won,2023-11-22,175791.0,100
OPP3432,ACC1245,Closed Won,2024-08-31,444150.11,100
OPP3433,ACC1051,Prospecting,2025-05-23,0.0,27
OPP3434,ACC1249,Proposal,2024-12-12,0.0,39
OPP3435,ACC1369,Prospecting,2024-07-13,0.0,45
OPP3436,ACC1266,Qualification,2024-01-15,0.0,33
OPP3437,ACC1231,Qualification,2023-08-06,0.0,87
OPP3438,ACC1247,Closed Won,2023-10-01,63573.46,100
OPP3439,ACC1053,Qualification,2023-10-16,0.0,52
OPP3440,ACC1110,Closed Won,2024-09-19,243350.74,100
OPP3441,ACC1199,Negotiation,2024-07-23,0.0,36
OPP3442,ACC1275,Negotiation,2025-06-21,0.0,62
OPP3443,ACC1371,Prospecting,2025-02-16,0.0,15
OPP3444,ACC1316,Qualification,2023-09-20,0.0,85
OPP3445,ACC1389,Qualification,2025-01-06,0.0,90
OPP3446,ACC1027,Negotiation,2025-05-19,0.0,83
OPP3447,ACC1342,Qualification,2024-11-10,0.0,31
OPP3448,ACC1190,Proposal,2024-06-25,0.0,33
OPP3449,ACC1280,Negotiation,2025-07-11,0.0,61
OPP3450,ACC1072,Negotiation,2024-02-06,0.0,82
OPP3451,ACC1457,Closed Won,2023-09-02,439861.95,100
OPP3452,ACC1042,Closed Won,2025-03-13,411545.14,100
OPP3453,ACC1282,Closed Lost,2025-04-26,0.0,37
OPP3454,ACC1280,Proposal,2025-04-10,0.0,70
OPP3455,ACC1073,Closed Won,2024-04-16,89430.56,100
OPP3456,ACC1381,Closed Won,2024-12-03,302415.16,100
OPP3457,ACC1386,Closed Won,2024-06-03,411124.32,100
OPP3458,ACC1337,Qualification,2023-10-20,0.0,75
OPP3459,ACC1359,Proposal,2025-04-10,0.0,53
OPP3460,ACC1477,Closed Lost,2025-05-08,0.0,86
OPP3461,ACC1306,Negotiation,2023-08-04,0.0,39
OPP3462,ACC1300,Proposal,2023-11-06,0.0,26
OPP3463,ACC1109,Qualification,2024-11-12,0.0,35
OPP3464,ACC1413,Negotiation,2024-03-24,0.0,74
OPP3465,ACC1163,Closed Won,2025-05-11,414124.52,100
OPP3466,ACC1040,Closed Won,2025-06-25,92823.98,100
OPP3467,ACC1055,Closed Lost,2024-02-09,0.0,86
OPP3468,ACC1077,Prospecting,2025-01-13,0.0,78
OPP3469,ACC1255,Negotiation,2024-04-25,0.0,25
OPP3470,ACC1212,Prospecting,2024-04-03,0.0,26
OPP3471,ACC1172,Closed Lost,2023-10-19,0.0,79
OPP3472,ACC1391,Closed Won,2024-05-15,448999.63,100
OPP3473,ACC1269,Closed Won,2024-06-25,326369.71,100
OPP3474,ACC1395,Negotiation,2025-03-29,0.0,57
OPP3475,ACC1390,Closed Won,2024-12-13,350333.19,100
OPP3476,ACC1417,Proposal,2024-07-11,0.0,71
OPP3477,ACC1037,Closed Won,2024-05-31,193712.07,100
OPP3478,ACC1464,Negotiation,2025-05-05,0.0,83
OPP3479,ACC1409,Prospecting,2023-11-26,0.0,27
OPP3480,ACC1107,Proposal,2023-11-01,0.0,39
OPP3481,ACC1232,Closed Lost,2025-01-09,0.0,20
OPP3482,ACC1319,Proposal,2025-07-14,0.0,79
OPP3483,ACC1406,Proposal,2025-04-05,0.0,34
OPP3484,ACC1071,Prospecting,2023-10-11,0.0,10
OPP3485,ACC1225,Negotiation,2025-05-24,0.0,25
OPP3486,ACC1488,Negotiation,2024-07-14,0.0,58
OPP3487,ACC1390,Closed Won,2024-09-15,345444.53,100
OPP3488,ACC1194,Proposal,2024-06-12,0.0,56
OPP3489,ACC1290,Qualification,2024-10-16,0.0,64
OPP3490,ACC1391,Closed Won,2025-02-16,130548.2,100
OPP3491,ACC1497,Closed Won,2024-10-16,214662.97,100
OPP3492,ACC1311,Proposal,2025-04-18,0.0,45
OPP3493,ACC1267,Closed Lost,2025-05-01,0.0,60
OPP3494,ACC1001,Closed Won,2025-01-09,209547.94,100
OPP3495,ACC1049,Closed Won,2025-05-09,243821.54,100
OPP3496,ACC1226,Proposal,2024-07-15,0.0,81
OPP3497,ACC1037,Negotiation,2024-07-18,0.0,49
OPP3498,ACC1372,Negotiation,2025-05-06,0.0,60
OPP3499,ACC1014,Closed Won,2024-06-14,428224.47,100
OPP3500,ACC1233,Closed Won,2023-09-12,375168.03,100
OPP3501,ACC1417,Proposal,2024-11-17,0.0,30
OPP3502,ACC1113,Qualification,2023-08-06,0.0,75
OPP3503,ACC1464,Proposal,2025-04-22,0.0,53
OPP3504,ACC1074,Closed Won,2024-08-14,308942.56,100
OPP3505,ACC1110,Closed Won,2025-01-21,30766.13,100
OPP3506,ACC1216,Proposal,2025-01-07,0.0,10
OPP3507,ACC1406,Closed Won,2024-01-07,412511.46,100
OPP3508,ACC1493,Negotiation,2025-06-25,0.0,86
OPP3509,ACC1293,Proposal,2025-04-26,0.0,18
OPP3510,ACC1478,Proposal,2024-08-10,0.0,57
OPP3511,ACC1479,Prospecting,2024-12-12,0.0,14
OPP3512,ACC1115,Closed Won,2024-10-21,465689.07,100
OPP3513,ACC1482,Proposal,2024-06-08,0.0,76
OPP3514,ACC1403,Proposal,2025-01-09,0.0,86
OPP3515,ACC1476,Prospecting,2024-07-14,0.0,32
OPP3516,ACC1395,Closed Won,2024-11-24,222291.16,100
OPP3517,ACC1464,Qualification,2024-11-07,0.0,76
OPP3518,ACC1002,Proposal,2023-11-13,0.0,14
OPP3519,ACC1021,Closed Won,2025-03-23,257721.19,100
OPP3520,ACC1233,Closed Won,2025-05-10,309519.04,100
OPP3521,ACC1042,Closed Won,2024-10-18,183071.3,100
OPP3522,ACC1070,Closed Won,2023-08-05,487944.72,100
OPP3523,ACC1412,Prospecting,2025-06-10,0.0,45
OPP3524,ACC1104,Closed Won,2024-07-31,179798.19,100
OPP3525,ACC1221,Proposal,2024-07-05,0.0,85
OPP3526,ACC1054,Qualification,2024-07-24,0.0,11
OPP3527,ACC1173,Closed Won,2023-11-25,38965.5,100
OPP3528,ACC1489,Prospecting,2025-01-27,0.0,46
OPP3529,ACC1367,Closed Won,2024-03-18,281761.36,100
OPP3530,ACC1288,Negotiation,2024-03-25,0.0,54
OPP3531,ACC1397,Closed Lost,2024-02-16,0.0,45
OPP3532,ACC1064,Qualification,2024-08-01,0.0,34
OPP3533,ACC1007,Negotiation,2024-09-02,0.0,61
OPP3534,ACC1327,Negotiation,2024-04-29,0.0,43
OPP3535,ACC1370,Qualification,2025-03-16,0.0,74
OPP3536,ACC1214,Qualification,2023-09-23,0.0,19
OPP3537,ACC1047,Negotiation,2024-06-16,0.0,53
OPP3538,ACC1007,Closed Lost,2024-09-18,0.0,75
OPP3539,ACC1066,Closed Lost,2023-09-30,0.0,78
OPP3540,ACC1074,Closed Won,2024-07-26,289572.47,100
OPP3541,ACC1257,Closed Won,2024-03-15,483197.45,100
OPP3542,ACC1095,Negotiation,2025-07-13,0.0,41
OPP3543,ACC1133,Closed Won,2025-01-22,480813.17,100
OPP3544,ACC1117,Negotiation,2023-08-09,0.0,68
OPP3545,ACC1366,Closed Won,2024-05-17,431701.52,100
OPP3546,ACC1113,Negotiation,2023-08-23,0.0,43
OPP3547,ACC1102,Prospecting,2024-09-01,0.0,38
OPP3548,ACC1088,Closed Won,2025-03-22,118815.42,100
OPP3549,ACC1080,Proposal,2025-02-25,0.0,55
OPP3550,ACC1011,Negotiation,2025-07-01,0.0,11
OPP3551,ACC1313,Closed Won,2024-11-05,135358.1,100
OPP3552,ACC1159,Proposal,2025-05-08,0.0,61
OPP3553,ACC1454,Closed Won,2024-09-11,411431.97,100
OPP3554,ACC1222,Prospecting,2024-11-17,0.0,32
OPP3555,ACC1015,Negotiation,2024-06-25,0.0,55
OPP3556,ACC1197,Qualification,2024-04-02,0.0,83
OPP3557,ACC1160,Proposal,2025-03-22,0.0,34
OPP3558,ACC1228,Negotiation,2025-03-15,0.0,35
OPP3559,ACC1486,Qualification,2025-04-05,0.0,40
OPP3560,ACC1086,Closed Won,2024-03-26,107355.42,100
OPP3561,ACC1290,Qualification,2025-02-07,0.0,41
OPP3562,ACC1011,Closed Won,2024-10-08,181233.55,100
OPP3563,ACC1230,Closed Won,2025-01-01,64339.85,100
OPP3564,ACC1159,Prospecting,2024-04-18,0.0,73
OPP3565,ACC1288,Closed Won,2024-06-22,383300.89,100
OPP3566,ACC1188,Negotiation,2023-10-07,0.0,15
OPP3567,ACC1096,Closed Won,2024-11-20,188742.29,100
OPP3568,ACC1201,Proposal,2023-07-29,0.0,83
OPP3569,ACC1304,Closed Won,2024-04-12,247948.65,100
OPP3570,ACC1169,Closed Lost,2024-11-02,0.0,75
OPP3571,ACC1376,Proposal,2025-03-03,0.0,38
OPP3572,ACC1160,Closed Won,2024-08-31,68481.75,100
OPP3573,ACC1390,Negotiation,2024-04-26,0.0,64
OPP3574,ACC1352,Negotiation,2023-10-13,0.0,79
OPP3575,ACC1210,Prospecting,2025-05-13,0.0,54
OPP3576,ACC1006,Proposal,2024-07-21,0.0,32
OPP3577,ACC1124,Negotiation,2025-03-19,0.0,25
OPP3578,ACC1304,Closed Won,2025-01-20,232734.94,100
OPP3579,ACC1182,Closed Won,2024-05-22,10850.89,100
OPP3580,ACC1409,Qualification,2024-01-29,0.0,84
OPP3581,ACC1138,Qualification,2023-12-18,0.0,56
OPP3582,ACC1014,Closed Won,2023-10-24,133551.88,100
OPP3583,ACC1076,Negotiation,2025-04-10,0.0,40
OPP3584,ACC1269,Proposal,2024-01-01,0.0,88
OPP3585,ACC1221,Proposal,2025-03-21,0.0,33
OPP3586,ACC1184,Negotiation,2023-12-14,0.0,36
OPP3587,ACC1371,Proposal,2024-03-31,0.0,57
OPP3588,ACC1301,Proposal,2025-01-31,0.0,61
OPP3589,ACC1175,Proposal,2023-08-30,0.0,33
OPP3590,ACC1361,Negotiation,2024-11-01,0.0,83
OPP3591,ACC1334,Closed Won,2024-11-30,408024.38,100
OPP3592,ACC1089,Closed Won,2023-10-26,403023.35,100
OPP3593,ACC1450,Negotiation,2025-05-09,0.0,58
OPP3594,ACC1268,Qualification,2024-06-26,0.0,29
OPP3595,ACC1030,Negotiation,2024-09-30,0.0,11
OPP3596,ACC1114,Qualification,2024-07-30,0.0,73
OPP3597,ACC1476,Qualification,2025-07-01,0.0,90
OPP3598,ACC1306,Negotiation,2023-07-31,0.0,50
OPP3599,ACC1324,Closed Won,2025-01-16,153516.92,100
OPP3600,ACC1214,Negotiation,2024-09-04,0.0,82
OPP3601,ACC1351,Prospecting,2024-06-08,0.0,22
OPP3602,ACC1056,Closed Won,2024-09-27,34718.01,100
OPP3603,ACC1116,Closed Won,2025-06-02,240887.02,100
OPP3604,ACC1168,Closed Won,2025-02-17,227678.14,100
OPP3605,ACC1209,Proposal,2025-05-23,0.0,56
OPP3606,ACC1010,Proposal,2024-12-14,0.0,81
OPP3607,ACC1317,Closed Lost,2023-12-01,0.0,42
OPP3608,ACC1452,Proposal,2025-03-14,0.0,62
OPP3609,ACC1144,Qualification,2023-10-11,0.0,87
OPP3610,ACC1090,Qualification,2024-11-19,0.0,83
OPP3611,ACC1146,Closed Won,2024-10-13,271526.94,100
OPP3612,ACC1393,Closed Lost,2024-03-19,0.0,46
OPP3613,ACC1155,Proposal,2025-05-02,0.0,75
OPP3614,ACC1475,Negotiation,2024-05-29,0.0,67
OPP3615,ACC1111,Closed Won,2024-10-15,193630.14,100
OPP3616,ACC1365,Proposal,2024-12-15,0.0,90
OPP3617,ACC1436,Closed Lost,2024-01-25,0.0,31
OPP3618,ACC1468,Closed Won,2024-05-13,464640.5,100
